"Gene ID"	"Mouse_resection_12hr_1"	"Mouse_resection_12hr_2"	"Mouse_resection_12hr_3"	"Mouse_resection_24hr_1"	"Mouse_resection_24hr_2"	"Mouse_resection_24hr_3"	"Mouse_resection_48hr_1"	"Mouse_resection_48hr_2"	"Mouse_resection_48hr_3"	"Mouse_sham_12hr_1"	"Mouse_sham_12hr_2"	"Mouse_sham_12hr_3"	"Mouse_sham_24hr_1"	"Mouse_sham_24hr_2"	"Mouse_sham_24hr_3"	"Mouse_sham_48hr_1"	"Mouse_sham_48hr_2"	"Mouse_sham_48hr_3"
"ENSMUSG00000074570"	5	7	14	11	4	27	8	14	19	16	3	1	7	6	1	4	1	12
"ENSMUSG00000074575"	3	2	6	0	0	5	0	4	0	2	2	0	1	2	3	0	1	2
"ENSMUSG00000074576"	57	106	153	82	38	34	105	151	242	213	68	57	104	139	61	174	33	179
"ENSMUSG00000074577"	9	32	31	24	19	30	40	23	86	68	25	17	21	49	21	42	13	77
"ENSMUSG00000074578"	194	316	331	385	168	124	249	311	403	485	159	149	226	276	165	475	77	488
"ENSMUSG00000074579"	49	64	85	121	49	57	253	216	310	275	124	123	182	284	172	338	71	225
"ENSMUSG00000074580"	5	15	14	8	2	3	10	12	15	16	6	8	13	7	11	7	4	17
"ENSMUSG00000074582"	981	1328	1766	856	558	1090	1760	1902	2881	3044	1090	1459	1446	2512	1156	1965	574	2443
"ENSMUSG00000074589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074591"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074593"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074594"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074595"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1
"ENSMUSG00000074596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074604"	42	5	12	6	0	0	3	1	9	3	1	4	2	2	0	9	3	15
"ENSMUSG00000074607"	28	45	33	65	19	11	64	42	55	105	24	28	40	44	23	51	15	78
"ENSMUSG00000074619"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMUSG00000074620"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074622"	171	121	109	337	127	133	285	309	649	274	96	71	140	202	91	286	70	285
"ENSMUSG00000074623"	12	21	14	11	10	27	33	32	50	43	13	17	32	46	30	52	1	48
"ENSMUSG00000074625"	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
"ENSMUSG00000074627"	2	1	1	2	2	1	5	6	1	7	3	2	2	9	4	4	0	4
"ENSMUSG00000074628"	0	1	1	1	0	1	0	0	2	0	1	0	0	0	1	2	2	3
"ENSMUSG00000074629"	21	35	45	20	17	26	71	66	60	80	26	21	44	42	25	79	21	72
"ENSMUSG00000074634"	350	319	667	638	202	222	435	996	1618	860	217	168	448	849	187	725	123	741
"ENSMUSG00000074635"	3	1	4	5	1	0	5	8	23	19	5	8	7	11	1	12	0	21
"ENSMUSG00000074637"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSMUSG00000074639"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074643"	7	7	17	1	3	1	2	5	5	11	6	0	1	5	3	8	3	5
"ENSMUSG00000074646"	6	6	5	6	6	2	12	11	17	20	2	6	9	17	9	20	3	15
"ENSMUSG00000074647"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
"ENSMUSG00000074649"	67	85	70	120	40	77	120	130	209	198	58	57	106	140	69	177	27	192
"ENSMUSG00000074650"	0	1	2	1	3	0	2	3	2	0	2	4	0	7	2	2	1	0
"ENSMUSG00000074651"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074652"	626	1916	1111	1094	376	1446	1625	2098	2390	4725	1192	935	1996	2150	718	1893	380	3642
"ENSMUSG00000074653"	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
"ENSMUSG00000074655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074656"	2820	4132	3796	3940	1302	1874	4476	5119	8266	6736	2480	2683	3894	5393	2392	5765	1200	6594
"ENSMUSG00000074657"	23	23	27	21	14	18	22	19	28	47	9	11	22	22	9	24	5	49
"ENSMUSG00000074664"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074665"	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1
"ENSMUSG00000074671"	59	36	51	53	22	27	87	94	141	118	35	39	99	90	22	100	18	100
"ENSMUSG00000074673"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000074676"	31	32	32	57	13	29	29	42	82	77	33	20	31	38	24	51	7	49
"ENSMUSG00000074677"	1	0	0	4	1	0	0	5	7	0	0	0	0	1	0	4	0	1
"ENSMUSG00000074678"	0	0	0	0	0	2	0	2	4	1	1	0	0	0	0	0	0	0
"ENSMUSG00000074679"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074680"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074681"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074682"	346	829	1095	348	187	383	576	797	1187	1125	360	382	451	874	347	816	182	967
"ENSMUSG00000074695"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000074698"	2897	3054	3749	3481	1449	2205	5154	5573	8614	7669	2939	3570	4500	6873	3294	7807	1728	7019
"ENSMUSG00000074704"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"ENSMUSG00000074715"	19	10	43	15	5	0	5	19	52	26	14	4	9	40	0	15	7	9
"ENSMUSG00000074720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074731"	1	0	0	1	0	1	4	0	0	0	0	0	0	0	1	3	0	1
"ENSMUSG00000074733"	411	461	711	417	355	405	975	824	1064	1206	440	411	788	1061	741	1148	279	1232
"ENSMUSG00000074734"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074735"	1	0	0	1	0	0	13	9	13	2	0	3	1	4	0	1	1	0
"ENSMUSG00000074736"	5	3	4	8	1	1	0	0	4	0	0	0	0	0	0	5	0	3
"ENSMUSG00000074737"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ENSMUSG00000074738"	45	30	35	50	18	12	51	58	94	83	35	36	67	70	22	76	25	71
"ENSMUSG00000074739"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074743"	886	1435	1957	1071	419	997	1167	1310	2219	2498	750	795	1461	1429	660	1809	361	1760
"ENSMUSG00000074746"	964	1405	1680	1029	631	996	1883	2126	3025	2475	827	961	1426	2187	1165	2583	583	2836
"ENSMUSG00000074748"	1156	2049	3144	1521	720	1102	1921	2261	3217	3611	1103	1206	1575	2381	1195	2569	612	3220
"ENSMUSG00000074749"	89	251	180	182	111	200	299	303	354	451	155	144	299	274	154	370	63	448
"ENSMUSG00000074753"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074754"	59	181	211	183	65	59	262	251	384	242	112	114	186	210	164	377	70	443
"ENSMUSG00000074758"	0	0	0	4	0	0	1	2	2	1	1	1	0	3	1	0	1	0
"ENSMUSG00000074763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074764"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074766"	8	14	12	6	4	3	9	19	13	17	6	4	8	9	4	9	3	10
"ENSMUSG00000074768"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074771"	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	3	0	0
"ENSMUSG00000074776"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074780"	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1
"ENSMUSG00000074781"	674	868	1210	906	385	620	1191	1383	2265	2114	728	744	1117	1813	736	1711	348	2143
"ENSMUSG00000074782"	11	35	35	9	15	21	51	34	39	60	11	13	27	21	19	24	3	43
"ENSMUSG00000074783"	1	1	0	3	0	0	2	4	1	1	1	0	0	1	1	0	0	0
"ENSMUSG00000074785"	174	229	312	337	194	246	405	380	752	627	228	222	337	576	258	664	138	552
"ENSMUSG00000074793"	302	716	563	405	183	337	460	630	796	1131	321	335	675	661	302	775	144	1208
"ENSMUSG00000074794"	1329	1457	3263	2629	1007	1116	2646	2791	3576	4978	1551	1399	2746	3288	1980	3401	786	3442
"ENSMUSG00000074796"	2	3	2	2	3	9	6	8	19	7	2	2	6	5	2	1	0	5
"ENSMUSG00000074797"	125	249	402	195	85	94	255	242	352	445	128	153	251	266	174	444	56	433
"ENSMUSG00000074800"	46	61	140	97	27	20	90	79	120	116	36	30	60	90	72	180	12	232
"ENSMUSG00000074802"	348	561	884	226	132	91	659	490	907	1009	394	426	346	732	307	559	188	1113
"ENSMUSG00000074804"	1	0	0	1	0	0	0	1	2	1	0	0	0	0	1	0	0	0
"ENSMUSG00000074805"	1	1	1	1	1	0	0	0	0	0	0	0	0	2	1	0	1	1
"ENSMUSG00000074807"	164	217	406	220	110	116	369	280	451	624	235	200	388	425	185	534	110	467
"ENSMUSG00000074811"	22	57	55	58	15	59	33	69	84	124	39	43	54	53	17	64	12	97
"ENSMUSG00000074812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074813"	128	144	194	201	72	100	228	202	376	254	92	94	158	238	127	243	54	250
"ENSMUSG00000074817"	3	1	3	4	5	2	6	5	6	12	2	1	2	3	1	1	0	1
"ENSMUSG00000074818"	0	0	0	0	0	1	0	3	0	1	1	1	3	2	1	0	1	0
"ENSMUSG00000074824"	9	3	13	3	3	0	5	8	6	10	5	7	6	8	2	7	2	5
"ENSMUSG00000074825"	160	171	312	229	94	121	234	270	456	475	135	126	194	218	138	335	81	347
"ENSMUSG00000074826"	6	14	22	16	3	13	23	34	47	53	10	15	23	20	15	26	9	26
"ENSMUSG00000074829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000074830"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074832"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074837"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074841"	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	2	0
"ENSMUSG00000074846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074847"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000074849"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074852"	9	19	8	11	11	6	54	12	38	50	19	14	42	30	14	24	15	57
"ENSMUSG00000074862"	20	43	56	45	24	30	53	58	61	91	32	25	52	68	33	104	16	65
"ENSMUSG00000074863"	129	113	204	157	82	106	308	297	591	393	169	152	308	502	184	571	129	546
"ENSMUSG00000074865"	42	63	66	75	36	23	204	200	336	157	50	53	83	145	105	184	50	251
"ENSMUSG00000074867"	14	19	42	43	27	15	97	66	115	63	24	29	55	84	52	106	38	108
"ENSMUSG00000074868"	3	1	0	0	0	1	1	1	2	5	0	2	2	5	1	0	3	2
"ENSMUSG00000074870"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074871"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074872"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074874"	0	1	2	1	1	0	5	0	0	3	2	0	2	0	0	6	0	3
"ENSMUSG00000074876"	1	6	1	4	1	1	1	3	1	4	1	2	2	7	1	3	0	4
"ENSMUSG00000074877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074881"	0	4	1	0	0	0	2	3	2	2	1	0	0	5	2	0	0	0
"ENSMUSG00000074882"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074884"	796	1595	2662	1381	643	860	2071	2493	3541	3147	900	965	1631	2329	1106	2510	582	2602
"ENSMUSG00000074885"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000074886"	488	415	642	461	164	245	492	539	907	961	283	307	483	558	277	666	117	890
"ENSMUSG00000074887"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074890"	132	151	168	220	56	154	240	254	371	469	115	150	252	311	146	307	58	338
"ENSMUSG00000074892"	6	1	0	0	0	1	0	1	2	3	1	2	0	0	0	0	0	0
"ENSMUSG00000074895"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074896"	27	6	6	8	2	2	2	12	14	6	4	0	0	11	2	8	2	3
"ENSMUSG00000074899"	18	37	30	3	7	16	10	15	15	38	7	9	3	14	4	13	4	18
"ENSMUSG00000074903"	120	227	254	198	134	134	230	146	171	311	162	147	167	226	196	378	104	376
"ENSMUSG00000074909"	506	604	928	483	291	398	1085	975	1417	1247	559	577	788	1083	469	1189	277	1289
"ENSMUSG00000074912"	7	6	12	7	7	3	2	9	7	20	3	1	6	11	3	4	1	15
"ENSMUSG00000074913"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074916"	106	134	193	206	74	131	222	207	335	366	112	142	181	232	126	289	49	290
"ENSMUSG00000074918"	706	900	1265	1188	411	879	1015	1015	1553	1364	524	592	711	1176	603	1339	304	1222
"ENSMUSG00000074919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074922"	43	63	54	64	26	25	77	78	126	138	42	47	54	69	44	91	13	147
"ENSMUSG00000074923"	143	243	446	324	86	272	331	388	458	552	175	155	280	448	176	367	59	638
"ENSMUSG00000074925"	831	1008	1678	775	597	748	2104	1837	2586	2767	908	980	1523	2144	1348	2419	621	2499
"ENSMUSG00000074928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074930"	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
"ENSMUSG00000074934"	3	2	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074939"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074945"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000074946"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074947"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074952"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074955"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074968"	3	8	15	28	14	7	30	13	56	33	12	10	31	37	17	25	6	38
"ENSMUSG00000074970"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074971"	16	35	32	98	37	33	109	124	304	136	23	29	65	109	48	174	51	179
"ENSMUSG00000074973"	0	0	9	3	2	0	1	2	4	0	0	0	0	5	0	0	0	0
"ENSMUSG00000074978"	1	1	4	4	1	3	4	9	9	3	1	4	3	8	2	2	2	115
"ENSMUSG00000074981"	0	2	5	0	0	3	1	1	2	7	1	2	0	3	0	0	0	0
"ENSMUSG00000074987"	8	19	12	7	3	15	14	16	49	45	8	14	12	16	9	34	5	52
"ENSMUSG00000074991"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"ENSMUSG00000074994"	967	1181	2559	934	886	728	2141	2125	2736	2752	932	958	1456	2147	1398	2645	680	2872
"ENSMUSG00000074995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074996"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074997"	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
"ENSMUSG00000074999"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075000"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075010"	37	9	13	15	11	12	23	47	43	12	13	10	14	50	23	58	6	74
"ENSMUSG00000075012"	5	8	19	11	6	10	7	12	30	43	10	12	25	19	8	20	3	33
"ENSMUSG00000075014"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075015"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075020"	5	9	11	1	3	3	12	10	2	27	6	2	11	21	8	10	2	8
"ENSMUSG00000075023"	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	1
"ENSMUSG00000075025"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075027"	15	61	88	54	11	62	74	103	107	139	51	39	65	73	47	165	14	143
"ENSMUSG00000075028"	169	295	283	129	66	183	321	304	399	530	206	222	224	310	201	281	81	468
"ENSMUSG00000075029"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMUSG00000075031"	0	0	0	0	0	0	0	4	0	2	1	0	3	0	1	0	0	3
"ENSMUSG00000075033"	100	67	86	46	25	19	60	72	101	62	18	29	47	69	32	45	15	70
"ENSMUSG00000075036"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075040"	54	129	94	64	41	56	97	97	136	174	73	75	114	99	67	127	20	180
"ENSMUSG00000075042"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075044"	0	3	2	0	1	2	0	1	2	0	0	0	0	0	2	5	2	2
"ENSMUSG00000075045"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075053"	414	594	947	655	262	210	897	1030	1557	1408	488	595	1076	1164	546	1641	237	1133
"ENSMUSG00000075054"	287	354	784	233	167	165	734	585	740	554	229	230	378	544	358	760	169	391
"ENSMUSG00000075061"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075063"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ENSMUSG00000075064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075066"	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	3
"ENSMUSG00000075067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075069"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075070"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2
"ENSMUSG00000075072"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075075"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075078"	27	0	1	18	17	3	36	36	41	0	0	23	38	28	0	46	0	0
"ENSMUSG00000075079"	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000075081"	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000075084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075085"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075086"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075088"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075090"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075091"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075092"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075093"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075094"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075097"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075099"	2	0	2	2	0	0	1	5	2	1	0	0	0	0	1	5	0	5
"ENSMUSG00000075100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075102"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075104"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075107"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075110"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075114"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075121"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075122"	18	6	6	16	4	9	16	17	27	7	1	4	2	8	9	10	3	15
"ENSMUSG00000075125"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075126"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075132"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"ENSMUSG00000075133"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075141"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075142"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075143"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075146"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075149"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075150"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075153"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075155"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075158"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075160"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075161"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075162"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075164"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075167"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075168"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075169"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075170"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075171"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
